Id,Country,City,Latitude,Longitude,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
734,australia,heidelberg,-37.75,145.066667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
735,australia,melbourne,-37.813938,144.963425,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
736,australia,melbourne,-37.813938,144.963425,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
737,australia,nedlands,-31.983333,115.808333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
738,canada,victoria,48.433333,-123.35,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
739,canada,halifax,44.65,-63.6,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
740,canada,sydney,46.15,-60.166667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
741,canada,cambridge,43.383333,-80.316667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
742,canada,london,42.983333,-81.25,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
743,canada,milton,43.516667,-79.883333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
744,canada,scarborough,43.75,-79.2,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
745,canada,thunder bay,48.4,-89.233333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
746,canada,gatineau,45.483333,-75.65,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
747,canada,montreal,45.5,-73.583333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
748,canada,regina,50.45,-104.616667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
749,czech republic,brno,49.2,16.633333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
750,czech republic,hradec kralove,50.207744,15.829455,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
751,czech republic,jihlava,49.4,15.583333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
752,czech republic,olomouc,49.59404,17.25119,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
753,czech republic,pardubice,50.027778,15.775833,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
754,czech republic,prague,50.083333,14.466667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
755,czech republic,teplice,50.646569,13.840138,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
756,denmark,aarhus,56.153423,10.22553,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
757,denmark,glostrup,55.666597,12.403768,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
758,denmark,odense,55.393475,10.394935,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
759,denmark,sonderborg,54.910634,9.792843,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
760,germany,freiburg,48,7.85,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
761,germany,heidelberg,49.416667,8.7,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
762,germany,heidenheim,48.683333,10.15,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
763,germany,ladenburg,49.475,8.606944,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
764,germany,mannheim,49.488333,8.464722,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
765,germany,ravensburg,47.783333,9.616667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
766,germany,singen,47.766667,8.833333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
767,germany,sinsheim,49.255278,8.877222,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
768,germany,stuttgart,48.766667,9.183333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
769,germany,stuttgart,48.766667,9.183333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
770,germany,ulm,48.4,10,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
771,germany,bogen,48.916667,12.683333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
772,germany,erlangen,49.589722,11.003889,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
773,germany,landshut,48.533333,12.15,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
774,germany,munich,48.15,11.5833,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
775,germany,neuburg,49.346667,12.384444,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
776,germany,neusass,48.4,10.833333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
777,germany,nurnberg,49.447778,11.068333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
778,germany,nurnberg,49.447778,11.068333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
779,germany,regensburg,49.015,12.095556,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
780,germany,unterhaching,48.05,11.633333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
781,germany,wolfratshausen,47.916667,11.416667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
782,germany,wurzburg,49.787778,9.936111,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
783,germany,butzbach,50.433333,8.683333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
784,germany,eltville,50.033333,8.116667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
785,germany,erbach,49.656111,8.996389,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
786,germany,eschwege,51.183333,10.066667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
787,germany,frankfurt,50.116667,8.683333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
788,germany,frankfurt,50.116667,8.683333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
789,germany,frankfurt,50.116667,8.683333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
790,germany,gelnhausen,50.2,9.183333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
791,germany,gladenbach,50.766667,8.566667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
792,germany,kassel,51.316667,9.5,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
793,germany,wiesbaden,50.083333,8.25,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
794,germany,buchholz,53.416667,9.433333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
795,germany,gottingen,51.533333,9.933333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
796,germany,oldenburg,53.166667,8.2,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
797,germany,aachen,50.770833,6.105278,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
798,germany,aachen,50.770833,6.105278,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
799,germany,honnef,50.633333,7.233333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
800,germany,bergisch gladbach,50.983333,7.133333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
801,germany,bielefeld,52.033333,8.533333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
802,germany,bochum,51.483333,7.216667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
803,germany,bonn,50.733333,7.1,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
804,germany,dusseldorf,51.216667,6.766667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
805,germany,essen,51.45,7.016667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
806,germany,hagen,51.35,7.466667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
807,germany,koln,50.933333,6.95,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
808,germany,koln,50.933333,6.95,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
809,germany,siegen,50.866667,8.033333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
810,germany,willich,51.266667,6.55,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
811,germany,wuppertal,51.266667,7.183333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
812,germany,kandel,49.089167,8.184167,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
813,germany,katzenelnbogen,50.283333,7.95,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
814,germany,trier,49.75,6.633333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
815,germany,halle,51.5,12,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
816,germany,magdeburg,52.166667,11.666667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
817,germany,chemnitz,50.833333,12.916667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
818,germany,goerlitz,51.166667,15,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
819,germany,leipzig,51.3,12.333333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
820,germany,wermsdorf,51.283333,12.95,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
821,germany,kiel,54.333333,10.133333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
822,germany,eisenach,50.983333,10.316667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
823,germany,jena,50.933333,11.583333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
824,germany,berlin,52.516667,13.4,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
825,germany,berlin,52.516667,13.4,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
826,germany,berlin,52.516667,13.4,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
827,germany,berlin,52.516667,13.4,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
828,germany,berlin,52.516667,13.4,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
829,germany,hamburg,53.55,10,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
830,hungary,budapest,47.5,19.083333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
831,hungary,budapest,47.5,19.083333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
832,hungary,eger,47.9,20.383333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
833,hungary,esztergom,47.7928,18.741476,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
834,netherlands,amsterdam,52.35,4.916667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
835,netherlands,breda,51.566667,4.8,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
836,netherlands,eindhoven,51.45,5.466667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
837,netherlands,leeuwarden,53.20139,5.808588,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
838,netherlands,leiden,52.176281,4.528154,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
839,netherlands,geleen,50.965741,5.834752,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
840,netherlands,tilburg,51.576922,5.106331,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
841,netherlands,venray,51.524517,5.975006,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
842,norway,bodo,67.283333,14.383333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
843,norway,namsos,64.483333,11.5,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
844,united states of america,guaynabo,18.3594444,-66.1113889,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
845,united states of america,san juan,18.4683333,-66.1061111,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
846,slovakia,banska bystrica,48.7333333,19.15,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
847,slovakia,nitra,48.3166667,18.0833333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
848,slovakia,ruzomberok,49.0833333,19.3166667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
849,united kingdom,bristol,51.45,-2.583333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
850,united kingdom,portadown,54.433333,-6.45,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
851,united kingdom,exeter,50.7,-3.533333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
852,united kingdom,plymouth,50.396389,-4.138611,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
853,united kingdom,torquay,50.45,-3.5,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
854,united kingdom,salford,53.483333,-2.266667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
855,united kingdom,basingstoke,51.266667,-1.083333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
856,united kingdom,leicester,52.633333,-1.133333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
857,united kingdom,edinburgh,55.95,-3.2,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
858,united kingdom,liverpool,53.416667,-3,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
859,united kingdom,norwich,52.633333,1.3,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
860,united kingdom,nottingham,52.966667,-1.166667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
861,united kingdom,glasgow,55.833333,-4.25,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
862,united kingdom,dundee,56.5,-2.966667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
863,united kingdom,newcastle,54.988056,-1.619444,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
864,united kingdom,birmingham,52.466667,-1.916667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
865,united kingdom,leeds,53.8,-1.583333,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
866,united kingdom,swansea,51.633333,-3.966667,NCT02047097,Multiple Sclerosis,All,Drug,Phase 4,5000,Biogen Investigative Site
867,united states of america,cleveland,41.4994444,-81.6955556,NCT01572714,Multiple Sclerosis,All,Behavioral,Phase 1,215,Case Western Reserve University
868,belgium,diepenbeek,50.9,5.4,NCT02339675,Multiple Sclerosis,All,Other,N/A,300,Hasselt University
869,canada,vancouver,49.25,-123.133333,NCT01118130,Multiple Sclerosis,RRMS,Other,N/A,300,MS Clinic UBC Hospital
870,canada,halifax,44.65,-63.6,NCT01118130,Multiple Sclerosis,RRMS,Other,N/A,300,Dalhousie MS Research Unit
871,canada,london,42.983333,-81.25,NCT01118130,Multiple Sclerosis,RRMS,Other,N/A,300,London Health Sciences Centre MS clinic  
872,canada,montreal,45.5,-73.583333,NCT01118130,Multiple Sclerosis,RRMS,Other,N/A,300,Hôpital Notre-Dame MS clinic
873,canada,gatineau,45.483333,-75.65,NCT02383550,Multiple Sclerosis,All,Other,Phase 4,47,Clinique Neuro-Outaouais
874,canada,montreal,45.5,-73.583333,NCT02137707,Multiple Sclerosis,RRMS,Drug,Phase 4,400,Montreal Neurological Institute
875,canada,edmonton,53.55,-113.5,NCT02137707,Multiple Sclerosis,RRMS,Drug,Phase 4,400,University of Alberta
876,canada,vancouver,49.25,-123.133333,NCT02137707,Multiple Sclerosis,RRMS,Drug,Phase 4,400,University of British Columbia
877,canada,ottawa,45.416667,-75.7,NCT02137707,Multiple Sclerosis,RRMS,Drug,Phase 4,400,Ottawa General Hospital
878,united states of america,west orange,40.7986111,-74.2394444,NCT02301247,Multiple Sclerosis,All,Behavioral,N/A,48,Kessler Foundation
879,united states of america,kirkland,47.6816667,-122.2075,NCT02086188,Multiple Sclerosis,All,Drug,Phase 4,40,EvergreenHealth MS Center
880,denmark,aarhus,56.153423,10.22553,NCT02661555,Multiple Sclerosis,All,Other,N/A,85,Sport Science - Department of Public Health - Aarhus University
